
Report start -AR2- --2023-07-25--
4.a.R.L_PLiW2 and 4a.R.W_PLiW2 and 6.ab.LiW

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202306/20230625_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202306/20230626_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202306/20230627_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202306/20230628_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202306/20230629_INITF.epd

Checking files for VISA FRAUD in: //prdfil/tf$/Internal/clearing/Visa/202306/20230630_INITF.epd

Found VISA FRAUD data: 45  00441049400082 NORBERT SWIDERSKI97751  WROCLAW       PL  5921 1            43.98 424671 03/25/23 424671******6562 0002 74410493084018307202371 07  FRDDMC61  047555790


Found VISA FRAUD data: 45  00441049400082 NORBERT SWIDERSKI97751  WROCLAW       PL  5921 1            19.52 424671 03/25/23 424671******6562 0001 74410493084018307202280 07  FRDDMC61  047555800


Found VISA FRAUD data: 45  00441049400082 Beauty Nails     04915  DRAWSKO       PL  7298 4           470.01 414720 03/31/23 414720******6660 4001 74410493090018348774422 00  FRDDMC61  030841610


Found VISA FRAUD data: 45  00441049400082 FUCZYLO FHU      66803  POLKOWICE     PL  5411 1            96.61 424671 03/31/23 424671******3434 0008 74410493090018343830799 07  FRDDMC61  030841620


Found VISA FRAUD data: 45  00441049400082 MIROSLAW BILSKI T39964  KRAKOW        PL  4121 D            39.98 457195 03/19/23 457195******1792 0020 74410493078018268394850 07  FRDDMC61  030841630


Found VISA FRAUD data: 45  00441049400082 MICHALOWKA SPOLKA10259  LISZKI        PL  5812 D           127.02 457122 03/30/23 457122******9925 0012 74410493089018343438349 07  FRDDMC61  035867890


Found VISA FRAUD data: 45  00441049400082 PUNKT            12740  WROCLAW       PL  7392 0            80.02 424671 04/06/23 424671******2236 0001 74410493096018387090072 07  FRDDMC61  035867900


Found VISA FRAUD data: 45  00441049400082 STODOLA KEBAP'N G33181  POZNAN        PL  5812 4            64.00 406095 04/10/23 406095******1712 4020 74410493100018407963104 07  FRDDMC61  039602450


Found VISA FRAUD data: 45  00441049400082 SKORPION         40719  SZCZECIN      PL  5921 1            32.98 424671 04/25/23 424671******5529 0003 74410493115018506674613 07  FRDDMC61  026519410


Found VISA FRAUD data: 45  00441049400082 SKORPION         40719  SZCZECIN      PL  5921 1            54.50 424671 04/25/23 424671******5529 0002 74410493115018509806014 07  FRDDMC61  026519420


Found VISA FRAUD data: 45  00441049400082 SKORPION         40719  SZCZECIN      PL  5921 1            49.00 424671 04/25/23 424671******5529 0001 74410493115018506669399 07  FRDDMC61  026519430


Found VISA FRAUD data: 45  00441049400082 KULIG SP. Z O.O. 15241  WARSZAWA      PL  5139 4           125.85 414709 05/10/23 414709******1010 0005 74410493125018572704060     FRDDMC61  021275740


Found VISA FRAUD data: 45  00441049400082 GOMIK MALGORZATA 70247  GDANSK        PL  5999 1            15.99 424671 04/29/23 424671******7235 0001 74410493119018539998258 07  FRDDMC61  030942570


Found VISA FRAUD data: 45  00441049400082 POLA TAXI        37039  GNIEZNO       PL  4121 0           203.04 400022 05/12/23 400022******9681 0005 74410493132018629398370 07  FRDDMC61  046164300


Found VISA FRAUD data: 45  00441049400082 BUSSOLA COFFEE KR20497  KRAKOW        PL  5812 B            49.14 482498 05/13/23 482498******5801 0011 74410493133018636262717 07  FRDDMC61  022939290


Found VISA FRAUD data: 45  00441049400082 CHM GOGOLA, BOCZO17615  KRAKOW        PL  5999 1           138.91 457168 02/25/23 457168******6533 0003 74410493056018128407831 07  FRDDMC61  039114740


Found VISA FRAUD data: 45  00441049400082 SKORPION         40719  SZCZECIN      PL  5921 4            18.09 492915 06/04/23 492915******3006 0002 74410493155018800305899 07  FRDDMC61  023500950


Found VISA FRAUD data: 45  00441049400082 SKORPION         40719  SZCZECIN      PL  5921 4            73.32 492915 06/04/23 492915******3006 0001 74410493155018800304504 07  FRDDMC61  023500960


Found VISA FRAUD data: 45  00441049400082 SEVEN SPADES PIOT44769  DZIWNOW       PL  5947 1            92.82 465901 06/11/23 465901******6010 0008 74410493162018849701638 07  FRDDMC61  033978340


Found VISA FRAUD data: 45  00441049400082 PARTY 24         40785  LUBLIN        PL  5921 4            30.58 440066 06/16/23 440066******6892 0005 74410493167018883769124 07  FRDDMC61  030189760


Found VISA FRAUD data: 45  00441049400082 PARTY 24         40785  LUBLIN        PL  5921 4           754.74 440066 06/16/23 440066******6892 0003 74410493167018883770932 07  FRDDMC61  030189770


Found VISA FRAUD data: 45  00441049400082 TRAFIKA NR.225   91195  KALISZ        PL  5192 1            29.97 424671 06/10/23 424671******7926 0007 74410493161018842810452 07  FRDDMC61  030189780


Found VISA FRAUD data: 45  00441049400082 TRAFIKA NR.225   91195  KALISZ        PL  5192 1            31.99 424671 06/10/23 424671******7926 0006 74410493161018842818323 07  FRDDMC61  030189790


Found VISA FRAUD data: 45  00441049400082 SKORPION         40719  SZCZECIN      PL  5921 1            33.28 424671 06/17/23 424671******7218 0006 74410493168018893046512 07  FRDDMC61  017207540


Found VISA FRAUD data: 45  00441049400082 KWITOWSKI PALIWA 24115  KALISZ        PL  5541 0            60.01 424671 06/11/23 424671******9426 0003 74410493162018847887330 07  FRDDMC61  030179610


Found VISA FRAUD data: 45  00441049400082 KWITOWSKI PALIWA 24115  KALISZ        PL  5541 0            60.01 424671 06/11/23 424671******9426 0002 74410493162018847887215 07  FRDDMC61  030179620


Found VISA FRAUD data: 45  00441049400082 JOANNA GRABOWSKA 44479  RADOM         PL  5499 1             9.87 424671 06/20/23 424671******4531 0021 74410493171018914403184 07  FRDDMC61  037826410


Found VISA FRAUD data: 45  00441049400082 JOANNA GRABOWSKA 44479  RADOM         PL  5499 1            22.08 424671 06/20/23 424671******4531 0016 74410493171018919430398 07  FRDDMC61  037826420


Found VISA FRAUD data: 45  00441049400082 JOANNA GRABOWSKA 44479  RADOM         PL  5499 1            34.75 424671 06/20/23 424671******4531 0013 74410493171018918839193 07  FRDDMC61  037826430


Found VISA FRAUD data: 45  00441049400082 JOANNA GRABOWSKA 44479  RADOM         PL  5499 1            10.00 424671 06/20/23 424671******4531 0003 74410493171018914376935 07  FRDDMC61  037826440


Found VISA FRAUD data: 45  00441049400082 LIBERTE          68397  KRAKOW        PL  7999 0            98.00 440066 06/09/23 440066******4910 0052 74410493160018832288066 07  FRDDMC61  011118700


All ARN numbers passed to SQL query for VISA FRAUD.

VISA ARNs: ('74410493084018307202371', '74410493084018307202280', '74410493090018348774422', '74410493090018343830799', '74410493078018268394850', '74410493089018343438349', '74410493096018387090072', '74410493100018407963104', '74410493115018506674613', '74410493115018509806014', '74410493115018506669399', '74410493125018572704060', '74410493119018539998258', '74410493132018629398370', '74410493133018636262717', '74410493056018128407831', '74410493155018800305899', '74410493155018800304504', '74410493162018849701638', '74410493167018883769124', '74410493167018883770932', '74410493161018842810452', '74410493161018842818323', '74410493168018893046512', '74410493162018847887330', '74410493162018847887215', '74410493171018914403184', '74410493171018919430398', '74410493171018918839193', '74410493171018914376935', '74410493160018832288066')
VISA finished

All ARN numbers passed to SQL query.

MASTERCARD ARNs: ('05185243074030360473185', '05185243090030631480563', '05185243115031043558906', '05185243115031043546109', '05185243117031078316178', '05185243062030157497409', '05185243115031032952565', '05185242330028682998303', '05185242330028682845504', '05185242328028646718304', '05185243048029942470951', '05185242330028683114876', '05185243129031273801293', '05185243112031000863540', '05185243112031000859662', '05185243117031072573436', '05185243117031072732941', '05185243148031663818540', '05185243148031664201852', '05185243163031957574445', '05185243163031957671639', '05185243165032001035571')
MASTERCARD finished

Checking the quarter: 2
9.R.L.MCC and 9.R.W.MCC
ST.01

An error occurred while disconnecting all connections: (2250, 'WNetCancelConnection2', 'To po³¹czenie sieciowe nie istnieje.')

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
k:  151 and next_row:  40 country:  ZW
Country code:  ZW row:  40

list assignment index out of range

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
k:  0 and next_row:  country:  AT

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01

list assignment index out of range

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01

list assignment index out of range

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01

list assignment index out of range

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01

list assignment index out of range

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01

'DataFrame' object has no attribute 'Transpose'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01

'DataFrame' object has no attribute 'Transpose'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
ST.07
END

[Errno 13] Permission denied: 'Example\\Filled\\AR1 - Q2.2023.xlsx'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END

Cannot convert 0    8079
Name: ilosc_transakcji, dtype: int64 to Excel

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

[Errno 13] Permission denied: 'test.xlsx'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END

'NoneType' object has no attribute 'save'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

'ilosc_transakcji'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

can only concatenate str (not "numpy.int64") to str

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

'Series' object has no attribute 'value'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

'str' object has no attribute 'sum'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

can only concatenate str (not "numpy.int64") to str

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
